Date,Open,High,Low,Close,Adj Close,Volume
2014-08-01,403.350006,413.600006,388.140015,413.130005,413.130005,1498665600
2014-09-01,413.399994,425.739990,413.130005,421.140015,421.140015,1674224900
2014-10-01,419.679993,421.480011,366.839996,411.320007,411.320007,2510624400
2014-11-01,411.279999,426.989990,403.149994,425.859985,425.859985,1825549900
2014-12-01,422.820007,432.220001,389.309998,424.470001,424.470001,1754190800
2015-01-01,425.890015,459.440002,406.299988,450.390015,450.390015,2295729500
2015-02-01,450.600006,483.929993,446.440002,483.929993,483.929993,2132924000
2015-03-01,484.359985,500.660004,478.799988,489.410004,489.410004,2122983100
2015-04-01,486.839996,510.549988,484.799988,487.850006,487.850006,1926754400
2015-05-01,488.239990,504.799988,469.820007,493.559998,493.559998,1713809300
2015-06-01,496.880005,498.829987,464.600006,472.579987,472.579987,2187214400
2015-07-01,477.839996,506.049988,454.859985,495.230011,495.230011,1974446300
2015-08-01,495.399994,504.000000,401.869995,445.029999,445.029999,2210845100
2015-09-01,439.950012,451.410004,405.010010,421.140015,421.140015,2274460500
2015-10-01,426.769989,468.640015,415.519989,462.119995,462.119995,2356116800
2015-11-01,457.839996,474.869995,448.359985,469.519989,469.519989,2134832500
2015-12-01,471.220001,471.959991,419.790009,441.820007,441.820007,2150028300
2016-01-01,436.970001,436.970001,392.440002,431.279999,431.279999,2524113000
2016-02-01,433.850006,433.850006,378.529999,427.269989,427.269989,2844603800
2016-03-01,426.790009,449.619995,425.829987,440.109985,440.109985,2443585500
2016-04-01,434.859985,458.019989,426.750000,439.679993,439.679993,2257515000
2016-05-01,441.029999,453.070007,425.779999,447.869995,447.869995,2056074300
2016-06-01,447.140015,453.299988,409.230011,435.880005,435.880005,2675183800
2016-07-01,438.359985,456.779999,419.450012,449.829987,449.829987,2115001000
2016-08-01,451.450012,457.920013,437.850006,454.380005,454.380005,1859965300
2016-09-01,455.720001,466.170013,437.619995,452.329987,452.329987,2113273500
2016-10-01,452.549988,463.029999,442.720001,452.589996,452.589996,1991888200
2016-11-01,456.320007,459.570007,436.279999,457.209991,457.209991,2495252600
2016-12-01,455.890015,484.209991,445.649994,483.170013,483.170013,1935176500
2017-01-01,481.160004,489.910004,476.709991,476.709991,476.709991,1727615900
2017-02-01,480.190002,500.940002,479.380005,495.350006,495.350006,1909270400
2017-03-01,499.140015,518.880005,498.940002,516.539978,516.539978,2176408500
2017-04-01,517.520020,526.250000,509.399994,521.130005,521.130005,1863955900
2017-05-01,522.400024,537.840027,519.479980,524.070007,524.070007,2276017400
2017-06-01,524.109985,531.609985,506.910004,507.149994,507.149994,2146512600
2017-07-01,509.540009,530.659973,506.269989,525.440002,525.440002,1733489300
2017-08-01,528.750000,533.179993,505.920013,516.039978,516.039978,1685762200
2017-09-01,518.159973,537.059998,512.820007,537.059998,537.059998,1616924200
2017-10-01,538.570007,553.919983,537.789978,553.380005,553.380005,1647862100
2017-11-01,555.710022,557.429993,534.619995,540.109985,540.109985,2086484500
2017-12-01,540.950012,555.119995,535.289978,544.580017,544.580017,1588729000
2018-01-01,545.239990,572.809998,540.340027,560.520020,560.520020,1827722000
2018-02-01,563.020020,563.539978,515.960022,535.580017,535.580017,1848009300
2018-03-01,533.049988,539.750000,516.580017,529.520020,529.520020,1866866500
2018-04-01,525.320007,556.510010,521.679993,555.729980,555.729980,1658940700
2018-05-01,555.539978,572.900024,550.380005,552.849976,552.849976,2092935000
2018-06-01,556.520020,569.159973,543.869995,551.679993,551.679993,1946027800
2018-07-01,545.460022,576.900024,544.090027,574.250000,574.250000,1656599700
2018-08-01,574.679993,575.489990,549.729980,558.419983,558.419983,1720793400
2018-09-01,558.500000,561.609985,533.909973,549.619995,549.619995,1866307500
2018-10-01,550.080017,554.049988,500.450012,518.710022,518.710022,2170480500
2018-11-01,519.900024,534.210022,506.899994,519.369995,519.369995,1974712600
2018-12-01,529.739990,530.030029,472.190002,487.880005,487.880005,1765112600
2019-01-01,479.910004,521.020020,477.049988,520.630005,520.630005,1877499400
2019-02-01,521.820007,544.880005,519.739990,541.049988,541.049988,1670828500
2019-03-01,543.059998,555.549988,529.719971,548.979980,548.979980,1754782300
2019-04-01,552.890015,571.909973,552.010010,571.599976,571.599976,1372199000
2019-05-01,568.869995,571.109985,537.479980,540.489990,540.489990,1425327400
2019-06-01,535.900024,566.669983,534.489990,561.760010,561.760010,1391558200
2019-07-01,569.219971,586.320007,564.549988,572.090027,572.090027,1495895400
2019-08-01,564.979980,572.460022,528.679993,558.349976,558.349976,1894539500
2019-09-01,559.250000,580.520020,556.479980,580.229980,580.229980,1634882400
2019-10-01,582.650024,585.250000,553.849976,576.630005,576.630005,1753013600
2019-11-01,578.250000,602.369995,578.109985,597.289978,597.289978,1403449600
2019-12-01,598.169983,612.489990,581.020020,604.580017,604.580017,1245608700
2020-01-01,608.010010,616.460022,589.440002,589.500000,589.500000,1485896300
2020-02-01,591.429993,632.119995,531.179993,539.380005,539.380005,1973499500
2020-03-01,550.950012,562.260010,389.600006,483.440002,483.440002,3474520400
2020-04-01,468.989990,528.690002,465.290009,512.919983,512.919983,2831725400
2020-05-01,496.540009,539.619995,490.790009,532.570007,532.570007,2566313400
2020-06-01,540.469971,576.450012,529.780029,559.729980,559.729980,2932850100
2020-07-01,561.010010,587.030029,543.630005,545.289978,545.289978,1879885800
2020-08-01,546.520020,575.710022,544.960022,549.200012,549.200012,1700034600
2020-09-01,552.780029,568.080017,533.219971,547.700012,547.700012,1283950600
2020-10-01,551.169983,575.520020,527.859985,533.880005,533.880005,2255871500
2020-11-01,535.409973,615.109985,533.390015,606.020020,606.020020,1232961200
2020-12-01,609.000000,633.119995,602.640015,624.609985,624.609985,25728400
2021-01-01,632.020020,667.849976,628.979980,637.109985,637.109985,251231000
2021-02-01,642.659973,689.239990,642.219971,651.260010,651.260010,121786800
2021-03-01,662.020020,704.250000,649.969971,699.849976,699.849976,1184985400
2021-04-01,707.049988,719.260010,699.059998,707.559998,707.559998,167025000
2021-05-01,709.929993,719.289978,677.880005,709.359985,709.359985,69573800
2021-06-01,712.809998,736.330017,712.419983,729.520020,729.520020,1589900
2021-07-01,734.710022,759.349976,716.229980,754.309998,754.309998,638282700
2021-08-01,760.479980,792.539978,754.460022,787.619995,787.619995,95590900
2021-09-01,793.390015,804.469971,771.789978,771.940002,771.940002,233687700
2021-10-01,761.820007,818.309998,751.059998,810.909973,810.909973,326454800
2021-11-01,815.250000,829.659973,774.309998,777.390015,777.390015,963221900
2021-12-01,783.840027,809.159973,755.570007,797.929993,797.929993,125821700
2022-01-01,802.500000,812.549988,734.419983,755.200012,755.200012,216859300
2022-02-01,761.909973,772.229980,699.989990,729.719971,729.719971,78089800
2022-03-01,728.520020,739.270020,652.799988,724.200012,724.200012,1204725400
2022-04-01,725.989990,743.049988,687.739990,710.979980,710.979980,85991200
2022-05-01,702.520020,719.000000,662.219971,712.880005,712.880005,216608500
2022-06-01,714.869995,716.130005,632.020020,659.229980,659.229980,76108700
2022-07-01,651.219971,732.580017,643.599976,729.440002,729.440002,459375100
2022-08-01,728.679993,736.340027,680.309998,680.309998,680.309998,202938700
2022-09-01,674.960022,703.390015,627.349976,640.619995,640.619995,146119700
2022-10-01,633.479980,673.179993,611.739990,670.619995,670.619995,404313100
2022-11-01,675.280029,726.460022,654.830017,724.099976,724.099976,827292300
2022-12-01,731.729980,741.090027,688.239990,689.010010,689.010010,247937500
2023-01-01,697.109985,751.989990,694.630005,745.190002,745.190002,138807100
2023-02-01,747.150024,777.580017,745.179993,752.929993,752.929993,108815200
2023-03-01,756.200012,763.409973,710.890015,756.179993,756.179993,1256071300
2023-04-01,758.909973,769.140015,745.260010,758.489990,758.489990,209874700
2023-05-01,758.489990,771.739990,735.909973,748.859985,748.859985,64226800
2023-06-01,754.409973,776.289978,750.739990,773.940002,773.940002,219595200
2023-07-01,777.099976,795.200012,747.659973,792.000000,792.000000,111360000
2023-08-01,790.169983,792.130005,729.609985,743.619995,743.619995,444084100
2023-09-01,744.539978,754.760010,715.619995,728.789978,728.789978,282918600
2023-10-01,730.650024,744.929993,711.690002,718.599976,718.599976,97886600
2023-11-01,720.440002,764.349976,716.489990,759.469971,759.469971,186870700
